player_id,window_end_ts,decision_latency_mean_1m,decision_latency_std_1m,pass_hesitation_index_1m,action_entropy_1m,error_rate_1m,pass_accuracy_1m,turnovers_1m,error_rate_trend_1m,decision_latency_mean_5m,decision_latency_std_5m,pass_hesitation_index_5m,action_entropy_5m,error_rate_5m,pass_accuracy_5m,turnovers_5m,error_rate_trend_5m,fatigue_index_1m,event_rate_1m,carry_rate_1m,duel_rate_1m,press_rate_1m,hi_intensity_rate_1m,distance_proxy_1m,position_spread_x_1m,position_spread_y_1m,avg_x_1m,avg_y_1m,fatigue_index_5m,event_rate_5m,carry_rate_5m,duel_rate_5m,press_rate_5m,hi_intensity_rate_5m,distance_proxy_5m,position_spread_x_5m,position_spread_y_5m,avg_x_5m,avg_y_5m,z_pass_acc,z_error_rate,z_latency,z_hi_intensity,z_fatigue_idx,composite_z,drop_label,risk_score,future_drop
4447.0,4050.0,,,,0.0,0.0,,0,,,,,,,,,,-1.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,86.0,6.7,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
4447.0,4080.0,,,,0.0,0.0,,0,0.0,,,,0.0,0.0,,0.0,,-1.0,1.0,0.0,0.0,1.0,1.0,,0.0,0.0,86.0,6.7,-0.2,0.2,0.0,0.0,0.2,0.2,,0.0,0.0,86.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
4447.0,4170.0,,,,1.0,0.0,,0,-0.0,,,,0.0,0.0,,0.0,0.0,-2.0,2.0,0.0,0.0,1.0,2.0,,13.6472,7.8489,14.75,52.15,-0.2,0.2,0.0,0.0,0.2,0.2,,0.0,0.0,86.0,6.7,0.0,0.0,0.0,1.1547005383792515,-1.1547005383792515,-0.4618802153517006,0,0.3865398794073446,0
4447.0,4200.0,,,,1.0,0.0,,0,-0.0,,,,0.9183,0.0,,0.0,-0.0,-2.0,2.0,0.0,0.0,1.0,2.0,,13.6472,7.8489,14.75,52.15,-0.6,0.6,0.0,0.0,0.4,0.6,,42.2529,26.8211,38.5,37.0,0.0,0.0,0.0,0.8660254037844387,-0.8660254037844387,-0.34641016151377546,0,0.4142532173970942,0
4447.0,4260.0,,,,0.0,0.0,,0,-0.0,,,,1.5,0.0,,0.0,-0.0,-1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,77.0,7.2,-0.8,0.8,0.0,0.0,0.4,0.6,,39.5066,26.4875,48.125,29.55,0.0,0.0,0.0,-1.4342743312012722,0.7302967433402213,0.4329142149082987,0,0.6065693409088019,0
4447.0,4290.0,5.0,0.0,,2.2516,0.0,,0,-0.0,,,,1.5,0.0,,0.0,-0.0,-6.0,6.0,1.0,0.0,1.0,2.0,,11.8412,1.194,69.933,6.217,-0.8,0.8,0.0,0.0,0.4,0.6,,39.5066,26.4875,48.125,29.55,0.0,0.0,0.0,0.670820393249937,-1.736074159813484,-0.48137891061268423,0,0.38192656847949313,0
4447.0,4320.0,5.0,0.0,,2.3219,0.0,,0,-0.0,5.0,0.0,,2.4194,0.0,,0.0,-0.0,-5.0,5.0,1.0,0.0,1.0,2.0,,12.6605,1.2215,68.52,6.02,-1.8,1.8,0.2,0.0,0.6,1.0,,27.9459,20.4362,59.456,16.478,0.0,0.0,0.0,0.44721359549995787,-0.8302780872259965,-0.2554983365451909,0,0.43647063699969935,0
4447.0,4410.0,2.0,0.0,0.0,1.585,0.0,1.0,0,-0.0,5.0,0.0,,2.5,0.0,,0.0,-0.0,-3.0,3.0,1.0,0.0,0.0,1.0,,0.8083,2.5981,35.633,9.9,-1.6,1.6,0.2,0.0,0.4,0.8,,27.916,21.4927,56.138,17.7,0.0,0.0,-1.1547005383792517,-0.44721359549995787,0.19289712886816482,-0.1029179628022258,0,0.47429319606304104,0
4447.0,4440.0,2.0,0.0,0.0,1.585,0.0,1.0,0,-0.0,3.5,1.5,0.0,2.6635,0.0,1.0,0.0,-0.0,-3.0,3.0,1.0,0.0,0.0,1.0,,0.8083,2.5981,35.633,9.9,-2.2,2.2,0.4,0.0,0.4,1.0,,25.2462,18.3842,50.545,15.573,0.0,0.0,-0.8660254037844387,-0.23904572186687867,0.3077935056255463,-0.06383723525840275,0,0.4840461087490875,0
4447.0,4500.0,,,,0.0,0.0,,0,-0.0,3.5,1.5,0.0,2.3219,0.0,1.0,0.0,-0.0,-1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,117.3,43.8,-2.0,2.0,0.4,0.0,0.2,0.6,,26.1769,11.7252,64.38,11.08,0.0,0.0,0.0,-1.4342743312012722,1.3337718577107005,0.5536092377823946,0,0.6349725556565766,0
