player_id,window_end_ts,decision_latency_mean_1m,decision_latency_std_1m,pass_hesitation_index_1m,action_entropy_1m,error_rate_1m,pass_accuracy_1m,turnovers_1m,error_rate_trend_1m,decision_latency_mean_5m,decision_latency_std_5m,pass_hesitation_index_5m,action_entropy_5m,error_rate_5m,pass_accuracy_5m,turnovers_5m,error_rate_trend_5m,fatigue_index_1m,event_rate_1m,carry_rate_1m,duel_rate_1m,press_rate_1m,hi_intensity_rate_1m,distance_proxy_1m,position_spread_x_1m,position_spread_y_1m,avg_x_1m,avg_y_1m,fatigue_index_5m,event_rate_5m,carry_rate_5m,duel_rate_5m,press_rate_5m,hi_intensity_rate_5m,distance_proxy_5m,position_spread_x_5m,position_spread_y_5m,avg_x_5m,avg_y_5m,z_pass_acc,z_error_rate,z_latency,z_hi_intensity,z_fatigue_idx,composite_z,drop_label,risk_score,future_drop
5203.0,60.0,4.0,0.0,0.0,1.0,0.0,1.0,0,,,,,,,,,,0.4017,2.0,0.0,0.0,0.0,0.0,,4.3841,3.1113,31.3,15.9,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.5,0
5203.0,90.0,2.0,0.0,0.0,1.585,0.0,1.0,0,0.0,,,,,,,,,0.1026,3.0,1.0,0.0,0.0,1.0,,0.2309,1.1547,86.467,11.267,,,,,,,,,,,,0.0,0.0,-0.7071067811865475,0.7071067811865475,-0.7071067811865475,-0.42426406871192845,0,0.39549684753108644,0
5203.0,120.0,2.0,0.0,0.0,1.585,0.0,1.0,0,-0.0,,,,,,,,,0.1026,3.0,1.0,0.0,0.0,1.0,,0.2309,1.1547,86.467,11.267,,,,,,,,,,,,0.0,0.0,-0.5773502691896256,0.5773502691896257,-0.5773502691896258,-0.34641016151377546,0,0.4142532173970942,0
5203.0,150.0,1.0,0.0,0.0,1.585,0.0,1.0,0,-0.0,,,,,,,,,0.1026,3.0,1.0,0.0,0.0,1.0,,1.0392,0.2309,54.1,36.167,,,,,,,,,,,,0.0,0.0,-0.9933992677987828,0.5,-0.5000000000000001,-0.39867985355975655,0,0.4016295605378908,0
5203.0,180.0,1.0,0.0,0.0,1.585,0.0,1.0,0,-0.0,,,,,,,,,0.1026,3.0,1.0,0.0,0.0,1.0,,1.0392,0.2309,54.1,36.167,,,,,,,,,,,,0.0,0.0,-0.8164965809277261,0.44721359549995787,-0.447213595499958,-0.3421847543855284,0,0.4152788719119963,0
5203.0,300.0,,,,1.0,0.0,,0,-0.0,2.3333,1.2472,0.0,2.171,0.0,1.0,0.0,,0.4017,2.0,0.0,0.0,1.0,1.0,,2.687,2.687,60.3,22.2,0.4017,2.0,0.4,0.0,0.2,0.6,,20.7625,10.7582,60.49,21.85,0.0,0.0,0.0,0.0,1.7888543819998315,0.3577708763999663,0,0.5885007191936535,0
5203.0,330.0,,,0.0,2.3219,0.0,1.0,0,-0.0,2.3333,1.2472,0.0,2.171,0.0,1.0,0.0,,-0.4957,5.0,1.0,0.0,1.0,2.0,,5.364,3.9099,54.62,26.18,0.4017,2.0,0.4,0.0,0.2,0.6,,20.7625,10.7582,60.49,21.85,0.0,0.0,0.0,1.788854381999832,-1.6432058160827923,-0.6864120396165247,0,0.33483170761697556,0
5203.0,360.0,,,0.0,1.585,0.0,1.0,0,-0.0,1.5,0.5,0.0,2.1626,0.0,1.0,0.0,0.0,0.1026,3.0,1.0,0.0,0.0,1.0,,0.4041,0.7506,50.833,28.833,0.3419,2.2,0.6,0.0,0.2,0.8,,15.3553,10.0523,63.164,24.836,0.0,0.0,0.0,-0.44721359549995787,0.18261233152767944,0.12596518540552745,0,0.5314497223517861,0
5203.0,450.0,1.0,0.0,0.0,1.585,0.0,1.0,0,-0.0,1.0,0.0,0.0,2.25,0.0,1.0,0.0,-0.0,0.1026,3.0,1.0,0.0,0.0,1.0,,1.2702,1.5011,42.833,26.667,0.5214,1.6,0.4,0.0,0.2,0.6,,4.1015,5.9552,54.425,29.925,0.0,0.0,0.0,-0.44721359549995787,0.18261233152767944,0.12596518540552745,0,0.5314497223517861,0
5203.0,480.0,1.0,0.0,0.0,1.585,0.0,1.0,0,-0.0,1.0,0.0,0.0,2.25,0.0,1.0,0.0,-0.0,0.1026,3.0,1.0,0.0,0.0,1.0,,1.2702,1.5011,42.833,26.667,0.5214,1.6,0.4,0.0,0.2,0.6,,7.3562,3.0729,50.2,26.363,0.0,0.0,0.0,-0.44721359549995787,0.18261233152767944,0.12596518540552745,0,0.5314497223517861,0
